Handle,Title,Variant Price,Collection,Type,Vendor,Variant Grams,Variant Weight Unit,Variant Inventory Qty,Status,Image Src,product.metafields.custom.band,Case Diameter (mm) 2,Dial Color 3,Gender 4,Lug Width 5,New 6,Movement 7,Caliber 8,Booklet 9,Collection 10,Tags,Body (HTML),product.metafields.custom.movement_value_1,product.metafields.custom.movement_value_2,product.metafields.custom.movement_value_3,product.metafields.custom.case_thickness_mm,product.metafields.custom.case_length_mm,product.metafields.custom.web_case_material,product.metafields.custom.web_strap,product.metafields.custom.web_water_resistance,product.metafields.custom.case_cross_reference,product.metafields.custom.feature_1,product.metafields.custom.feature_2,product.metafields.custom.feature_3,product.metafields.custom.feature_4,product.metafields.custom.feature_5
SRPF77,SRPF77,625,Prospex,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPF77_1_c76d3ddf-4ba9-4c53-be0d-ba55ea79c3ad.png?v=1757428121,Silicone,45,Blue,Men's,22,,Automatic,4R36,4R3CD_2306,Prospex,"Silicone, 45, Blue, Men's, 22, Automatic, 4R36, 4R3CD_2306, Prospex","<p>Prospex Special Edition â€š ""Manta Ray"" Diver. Designed for those who treat life as the ultimate adventure, the Seiko Prospex line meets every challenge with technological excellence and winning design. Inspired by Seiko's most iconic diving styles, this distinctive Special Edition evokes the world view of a manta ray with the rich, dark gradated blue of the dial suggesting the variations in sunlight as it penetrates deep into the ocean, heightened by a stamped pattern suggesting waves. For reliable timing in rough waters, the 24-jewel automatic movement beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours, and can be wound manually or automatically. Featuring a magnified day/date calendar and LumiBrite hands and markers, the dial is framed by a black ceramic uni-directional rotating elapsed timing bezel. In stainless steel, with secure screwdown crown and caseback, anti-reflective sapphire crystal and deep blue silicone strap, this high-intensity timepiece follows ISO standards for scuba diving. 200m Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.22,47.7,Stainless steel case,Deep blue silicone strap,"200 meters (660 feet), follows ISO standards and is suitable for scuba diving",Turtle1,Prospex Save the Ocean Special Edition,Manta Ray themed gradient blue dial with stamped wave pattern,Automatic Diver,Manual and automatic winding capabilities,Black ceramic uni-directional rotating elapsed timing bezel
SRPG27,SRPG27,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG27_1.png?v=1757428131,Stainless Steel,39.4,Black,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 39.4, Black, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this versatile watch offers authentic design with both durability and all-day style. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The black dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel with a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Black dial,Day/date calendar
SRPG29,SRPG29,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG29_1.png?v=1757428138,Stainless Steel,39.4,Blue,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 39.4, Blue, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The blue dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel with a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Blue dial,Day/date calendar
SRPG31,SRPG31,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG31_1.png?v=1757428139,Nylon Strap,39.4,Gray,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 39.4, Gray, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The blue-gray dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel with blue-gray nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Blue-gray nylon strap,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Blue-gray dial,Day/date calendar
SRPG33,SRPG33,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG33_1.png?v=1757428134,Nylon Strap,39.4,Green,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 39.4, Green, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The green dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel with green nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Green nylon strap,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Green dial,Day/date calendar
SRPG35,SRPG35,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG35_1.png?v=1757428135,Nylon Strap,39.4,Black,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 39.4, Black, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The black dial features beige Arabic numerals, a day/date calendar, beige-tipped second hand, and beige luminous hands and markers. Crafted of stainless steel with beige nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Beige nylon strap,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Black dial,Day/date calendar
SRPG37,SRPG37,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG37_1.png?v=1757428135,Nylon Strap,39.4,Black,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 39.4, Black, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The black dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel with black nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Black nylon strap,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Black dial,Day/date calendar
SRPG39,SRPG39,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG39_1.png?v=1757428136,Leather Strap,39.4,Blue,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Leather Strap, 39.4, Blue, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The blue dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and luminous hands and markers. Crafted of stainless steel, this unique watch includes a black leather strap with contrast stitching, and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case,Black leather strap with contrast stitching,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Blue dial,Day/date calendar
SRPG41,SRPG41,350,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPG41_1.png?v=1757428137,Leather Strap,39.4,Black,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Leather Strap, 39.4, Black, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports. Inspired by classic field/military design, this stylishly retro watch offers authentic lines with both durability and all-day excellence. Providing automatic technology that you control with every movement, this versatile watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The black dial features Arabic numerals, a day/date calendar, red-orange tipped second hand, and beige luminous hands and markers. Crafted of stainless steel with black ion finish, this unique watch includes a black leather strap with contrast stitching, and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,48.1,Stainless steel case with black hard coating,Black leather strap with contrast stitching,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage field/military style,Automatic with manual winding capability,Black dial,Day/date calendar
SRPH29,SRPH29,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPH29_1.png?v=1757428198,Nylon strap,39.4,Green,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon strap, 39.4, Green, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage designs worn by early pilots, this updated classic offers genuine style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. With a 60-minute track marked in five-minute increments, the green dial features a day/date calendar, and luminous hands and markers. The orange-tipped second hand provides bright punctuation, intensified by the matching orange liner of the green nylon strap. Crafted of stainless steel with a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.22,48.07,Stainless steel case,Green nylon strap with orange lining,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage designs worn by early pilots,Automatic with manual winding capability,Green dial,60-minute track marked in five-minute increments
SRPH31,SRPH31,315,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPH31_1.png?v=1757428199,Nylon strap,39.4,Blue,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon strap, 39.4, Blue, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage designs worn by early pilots, this updated classic offers genuine style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. With a 60-minute track marked in five-minute increments, the blue dial features a day/date calendar, and luminous hands and markers. The orange-tipped second hand provides bright punctuation, intensified by the matching orange liner of the blue nylon strap. Crafted of stainless steel with a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.22,48.07,Stainless steel case,Blue nylon strap with orange lining,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage designs worn by early pilots,Automatic with manual winding capability,Blue dial,60-minute track marked in five-minute increments
SRPH33,SRPH33,350,Seiko 5 Sports,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPH33_1.png?v=1757428200,Nylon strap,39.4,Black,Men's,20,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon strap, 39.4, Black, Men's, 20, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage designs worn by early pilots, this updated classic offers genuine style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. With a 60-minute track marked in five-minute increments, the black dial features orange accents, a day/date calendar, orange-tipped second hand, and orange and yellow luminous hands and markers. The black nylon strap includes a bright orange lining. Crafted of stainless steel in a black ion finish with a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.22,48.07,Stainless steel case with black hard coating,Black nylon strap with orange lining,"10 bar, 100 meters (330 feet)",Field,Seiko 5 Sports Collection,Inspired by vintage designs worn by early pilots,Automatic with manual winding capability,Black dial with orange accents,60-minute track marked in five-minute increments
SRPH59,SRPH59,785,Prospex,Watch,Seikousa ,400,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPH59_1.png?v=1757428173,Stainless Steel,45,Blue,Men's,22,,Automatic,4R36,4R3CD_2306,Prospex,"Stainless Steel, 45, Blue, Men's, 22, Automatic, 4R36, 4R3CD_2306, Prospex","<p>Prospex U.S. Special Edition. Designed for those who treat life as the ultimate adventure, Seiko Prospex keeps moving forward, meeting every challenge with technological excellence and winning design. With an intricately patterned blue dial inspired by turtle shells, this exciting Special Edition celebrates Prospex's ongoing efforts to promote ocean exploration and conservation. For reliable timing in rough waters, the 24-jewel automatic movement, which beats at a frequency of 21,600 vibrations per hour, provides a power reserve of approximately 41 hours and offers manual winding capability. Framed by a blue ceramic uni-directional rotating elapsed timing bezel, the dial features LumiBrite hands and markers, as well as a day/date calendar in both English and Kanji. Crafted of stainless steel, with scratch-resistant anti-reflective sapphire crystal, and secure screwdown crown and Special Edition caseback with sea turtle image, this durable timepiece follows ISO standards for scuba diving at depths of up to 200 meters. Includes additional blue silicone strap. 200m Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.2,,Stainless steel case,Stainless steel bracelet,"200 meters (660 feet), follows ISO standards and is suitable for scuba diving",Turtle1,Prospex U.S. Special Edition,Celebrates Seiko Prospex's ongoing efforts to promote ocean exploration and conservation,Automatic diver with manual winding capability,Blue ceramic unidirectional rotating elapsed timing bezel,Intricately patterned blue dial inspired by the turtle shell
SRPJ45,SRPJ45,350,Seiko 5 Sports,Watch,Seikousa ,,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPJ45_1.png?v=1757428293,Stainless Steel,42.5,Turquoise,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Turquoise, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. A tribute to Seiko's iconic â€šÃ„ÃºTime Sonarâ€šÃ„Ã¹ of the 1970s, this exceptional watch features a distinctive translucent turquoise dial offering a view of the day-date disk. Framed by a bi-color uni-directional rotating bezel, the dial also features bold luminous hands and markers, and a contrasting seconds hand accent. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability, visible through the screwdown see-through caseback. Crafted of stainless steel with a locking tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports Collection,"A tribute to Seiko's iconic ""Time Sonar"" of the 1970s",Translucent turquoise dial offering a view of the day/date disk,Automatic with manual winding capability,Bi-color uni-directional rotating bezel
SRPJ81,SRPJ81,315,Seiko 5 Sports,Watch,Seikousa ,500,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPJ81_1_10185d8f-13a4-4dde-b958-a978730d547a.png?v=1757428310,Stainless Steel,36.4,Black,Men's,18,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 36.4, Black, Men's, 18, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage field/aviator designs, this updated classic offers smart, casual style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Including a 60-minute track and a 13-24 hour military time scale, the black dial features a day/date calendar, red-tipped second hand, and luminous hands and markers. With a mid-size case for an authentic look and feel, this exceptional watch is crafted of stainless steel with a tri-fold push button release clasp and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.4,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Midsize1,Seiko 5 Sports Collection,Inspired by vintage field/aviator style,Automatic with manual winding capability,Black dial,60-minute track on the outer dial
SRPJ83,SRPJ83,315,Seiko 5 Sports,Watch,Seikousa ,500,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPJ83_1.png?v=1757428311,Nylon Strap,36.4,Beige,Men's,18,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 36.4, Beige, Men's, 18, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage field/aviator designs, this updated classic offers smart, casual style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Including a 60-minute track and a 13-24 hour military time scale, the beige dial features a day/date calendar, red-tipped second hand, and luminous hands and markers. With a mid-size case for an authentic look and feel, this exceptional watch is crafted of stainless steel with a beige nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.4,Stainless steel case,Beige nylon strap,"10 bar, 100 meters (330 feet)",Midsize1,Seiko 5 Sports Collection,Inspired by vintage field/aviator style,Automatic with manual winding capability,Beige dial,60-minute track on the outer dial
SRPJ85,SRPJ85,315,Seiko 5 Sports,Watch,Seikousa ,500,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPJ85_1.png?v=1757428312,Nylon Strap,36.4,Black,Men's,18,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 36.4, Black, Men's, 18, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Collection. Inspired by the vintage field/aviator designs, this updated classic offers smart, casual style with both durability and all-day versatility. Providing automatic technology that you control with every movement, this distinctive watch is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Including a 60-minute track and a 13-24 hour military time scale, the black dial features a day/date calendar, red-tipped second hand, beige numerals and beige luminous hands and markers. With a mid-size case for an authentic look and feel, this exceptional watch is crafted of stainless steel with an olive green nylon strap and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.4,Stainless steel case,Olive green nylon strap,"10 bar, 100 meters (330 feet)",Midsize1,Seiko 5 Sports Collection,Inspired by vintage field/aviator style,Automatic with manual winding capability,Black dial,60-minute track on the outer dial
SRPK09,SRPK09,375,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK09_1_d177420b-85d5-4f38-bcca-9a80a8040eb0.png?v=1757428385,Stainless Steel,42.5,Silver,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Silver, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Special Edition. Inspired by the popular model 5126-8130 of the late-'60s, this dynamic watch offers current styling with a vintage feel, featuring an updated case and streamlined dial, while retaining the original's silver and black color scheme. Framed by a black and silver uni-directional rotating bezel, the silver dial includes a day/date calendar, red-orange second hand, and luminous hands and markers. Providing automatic technology that you control with every movement, the 24-jewel movement, visible through the screwdown see-through caseback, beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. In stainless steel with locking tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel55,Seiko 5 Sports Special Edition,Special Edition inspired by the popular model 5126-8130 of the late-'60s,Automatic with manual winding capability,Silver and black checkered uni-directional rotating bezel,Silver dial with sunray finish
SRPK11,SRPK11,375,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK11_1_57bc2561-f00d-4fac-b170-151c97144158.png?v=1757428386,Stainless Steel,42.5,Orange,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Orange, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Special Edition. Inspired by the popular model 5126-6030 of the late-'60s, this dynamic watch offers current styling with a vintage feel, featuring an updated case and streamlined dial, while retaining the original's orange and black color scheme. Framed by a black uni-directional rotating bezel, the orange dial includes a day/date calendar, red-orange second hand, black stripe accent, and luminous hands and markers. Providing automatic technology that you control with every movement, the 24-jewel movement, visible through the screwdown see-through caseback, beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. In stainless steel with locking tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel55,Seiko 5 Sports Special Edition,Special Edition inspired by the popular model 5126-6030 of the late-'60s,Automatic with manual winding capability,Black uni-directional rotating bezel,Orange dial with black stripe accent
SRPK18,SRPK18,415,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK18_1.png?v=1757428333,Stainless steel,42.5,Black,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless steel, 42.5, Black, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S. Special Creation. Adding new richness to classic sport/dress design, this stylish watch delivers all-day versatility with a cutting edge. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a gold uni-directional rotating elapsed timing bezel, the black dial features luminous hands and markers, and a date/day calendar. Crafted of stainless steel in gold finish, this exceptional watch includes a tri-fold push button release clasp with lock, as well as a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case with gold finish,Stainless steel bracelet with gold finish,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S. Special Creation,"Initially launched exclusively in the US market, now available in select markets globally",Automatic with manual winding capability,Gold uni-directional rotating elapsed timing bezel,Black dial
SRPK20,SRPK20,415,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK20_1.png?v=1757428334,Stainless steel,42.5,Blue,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless steel, 42.5, Blue, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S. Special Creation. Adding new richness to classic sport/dress design, this stylish watch delivers all-day versatility with a cutting edge. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a gold uni-directional rotating elapsed timing bezel, the Blue dial features luminous hands and markers, and a date/day calendar. Crafted of stainless steel in gold finish, this exceptional watch includes a tri-fold push button release clasp with lock, as well as a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case with gold finish,Stainless steel bracelet with gold finish,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S. Special Creation,Automatic with manual winding capability,Black uni-directional rotating elapsed timing bezel,Sapphire blue dial with sunray finish,Day/date calendar
